CurricularUnitID,StudentID,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations)
442,442,0,5,11,1,12,0,0,5,9,3,12,0
443,443,0,8,9,7,12.30,0,0,8,9,7,12.30,0
444,444,0,8,8,7,12.69,0,0,8,8,7,12.69,0
445,445,0,5,5,4,11,0,0,5,5,4,11,0
446,446,0,6,6,6,13,0,0,6,6,6,14.17,0
447,447,0,7,8,7,14.41,0,0,8,8,8,16.05,0
448,448,0,7,8,7,12.93,0,0,8,8,8,14.06,0
449,449,0,6,6,6,13.33,0,0,6,10,5,12.80,0
450,450,0,6,8,5,12.80,0,0,6,9,5,12.80,0
451,451,0,8,8,7,14.40,0,0,8,8,7,14.40,0
452,452,0,8,8,7,13.38,0,0,8,8,7,13.38,0
453,453,0,7,8,7,14.13,0,0,8,8,8,13.98,0
454,454,0,5,11,5,11.71,2,0,5,6,5,12.60,0
455,455,0,5,5,5,11.80,0,0,5,8,4,11.25,0
456,456,0,6,9,6,11.17,0,1,6,15,2,11,1
457,457,0,6,7,0,0,0,0,6,6,0,0,0
458,458,0,6,9,5,13.60,0,0,6,8,5,12,0
459,459,4,12,14,12,13.85,0,5,12,18,11,14.09,0
460,460,0,6,7,6,12.50,0,0,6,8,6,13.33,0
461,461,0,5,5,5,16.40,0,0,5,5,5,14.60,0
462,462,5,11,11,11,13.82,0,5,11,11,11,13.45,0
463,463,0,6,8,5,10.60,0,0,6,11,4,10.50,0
464,464,0,5,8,5,10.20,0,0,5,6,5,12.20,0
465,465,0,6,11,5,10.60,0,0,6,11,4,10.40,0
466,466,7,10,10,9,11.44,0,4,11,11,5,10.80,0
467,467,0,6,9,5,14.33,0,4,8,8,8,12.63,0
468,468,15,16,18,16,13,0,11,13,15,13,13.27,0
469,469,0,8,9,8,13.31,1,0,8,9,8,13.31,1
470,470,0,6,10,5,10.57,1,0,6,9,5,12.20,0
471,471,0,8,8,7,13.49,0,0,8,8,7,13.49,0
472,472,0,6,6,6,12.33,0,0,6,7,6,11.83,0
473,473,0,6,11,6,11.88,0,0,6,9,5,12.83,0
474,474,0,7,7,6,13.97,0,0,7,7,6,13.97,0
475,475,0,5,10,0,0,0,0,5,10,0,0,0
476,476,0,5,8,4,11.50,0,0,5,5,5,12.80,0
477,477,0,2,2,2,12.50,0,0,7,0,0,0,0
478,478,0,7,0,0,0,0,0,8,0,0,0,0
479,479,0,7,10,6,11.98,0,0,8,11,7,13.23,0
480,480,0,6,8,5,13.20,0,0,6,7,5,11.80,0
481,481,0,7,10,6,11.61,0,0,8,8,8,14.04,0
482,482,0,8,8,7,14.31,0,0,8,8,7,14.31,0
483,483,0,7,0,0,0,0,0,8,0,0,0,0
484,484,2,6,9,6,12.67,0,1,6,12,2,13,0
485,485,0,7,9,6,12.77,0,0,8,10,7,12.13,0
486,486,0,6,7,6,12.67,0,0,6,7,5,12.20,0
487,487,4,6,7,6,11.50,0,0,6,10,4,10.57,0
488,488,2,6,13,5,11.40,0,0,6,14,4,11.75,0
489,489,0,7,8,7,14.71,0,0,8,8,8,14.48,0
490,490,0,7,9,6,11.81,0,0,8,8,7,13.54,0
491,491,1,6,8,6,13,1,0,6,8,6,11.88,0
492,492,0,6,7,6,14.86,0,0,6,6,6,13.33,0
493,493,0,7,7,6,12.60,0,0,7,7,6,12.60,0
494,494,0,6,9,5,13.33,0,0,6,17,4,11.40,0
495,495,0,7,10,6,10.67,0,0,7,12,6,12.83,0
496,496,1,5,6,2,11.50,0,0,5,5,1,11,0
497,497,0,7,9,1,10,0,0,7,0,0,0,0
498,498,0,6,10,5,11.80,0,0,6,10,5,12.20,0
499,499,0,6,7,5,11.80,0,0,6,6,6,12.67,0
500,500,0,8,8,8,12.77,0,0,8,8,8,12.77,0
501,501,0,5,13,3,11.33,2,0,5,8,5,12.60,0
502,502,0,6,6,6,12.67,0,0,6,7,5,14.60,0
503,503,1,6,10,5,12.20,1,0,6,11,4,10.83,0
504,504,0,5,9,1,12,1,0,4,10,0,0,4
505,505,0,8,12,7,11.72,0,0,8,12,7,11.72,0
506,506,0,7,12,4,14,0,0,7,14,3,12.53,0
507,507,0,7,9,7,14.75,0,0,7,12,5,13.80,3
508,508,0,6,6,6,12.67,0,0,6,6,6,13.67,0
509,509,0,5,12,4,13,2,0,5,6,5,14,0
510,510,0,5,6,0,0,0,0,5,5,0,0,0
511,511,0,6,8,4,10.75,0,0,6,9,0,0,0
512,512,0,5,5,0,0,0,0,5,10,0,0,0
513,513,0,5,6,4,12.50,0,0,5,7,4,11.75,0
514,514,0,4,4,0,0,0,0,5,0,0,0,0
515,515,0,5,5,0,0,0,0,4,4,0,0,0
516,516,0,6,0,0,0,0,0,6,0,0,0,0
517,517,0,6,7,6,12.50,0,0,6,15,5,12.40,0
518,518,0,6,10,5,12.80,0,0,6,9,3,11.67,0
519,519,0,6,11,1,10,0,0,6,11,1,11,0
520,520,0,6,11,4,11.25,0,0,6,10,5,10.20,0
521,521,0,8,8,7,12.61,0,0,8,8,7,12.61,0
522,522,0,5,14,2,12,2,0,5,6,5,12.60,0
523,523,0,6,9,5,13,0,0,6,7,6,13.50,0
524,524,0,5,9,4,12,0,0,5,8,5,13,0
525,525,0,7,8,4,12,0,0,8,8,0,0,0
526,526,0,5,12,1,12,0,0,5,9,1,11,4
527,527,0,5,9,1,12,0,0,5,6,3,10.50,0
528,528,0,0,0,0,0,0,0,0,0,0,0,0
529,529,0,5,5,0,0,0,0,5,9,0,0,0
530,530,0,6,11,5,13.63,0,0,6,9,4,11.75,0
531,531,0,5,12,3,11.67,0,0,5,10,3,11.67,0
532,532,0,6,0,0,0,0,0,6,0,0,0,0
533,533,0,8,8,7,11.69,0,0,8,8,7,11.69,0
534,534,0,6,11,0,0,6,0,6,12,0,0,12
535,535,0,0,0,0,0,0,0,0,0,0,0,0
536,536,0,5,10,4,11.50,0,0,5,11,5,11.29,0
537,537,0,5,10,1,14,0,0,5,0,0,0,0
538,538,0,6,7,5,11,0,0,6,7,5,12.40,0
539,539,0,6,7,6,12.86,0,0,6,6,6,13.17,0
540,540,0,6,9,4,12.50,0,0,6,6,6,11.33,0
541,541,0,7,7,7,14.53,0,0,8,11,8,15.02,0
542,542,0,5,8,5,10,0,0,5,10,2,12,0
543,543,0,6,8,6,13,0,0,6,10,6,12.63,0
544,544,0,7,7,7,15.96,0,0,8,9,8,15.19,0
545,545,0,5,6,5,13.20,0,0,5,8,5,12.60,0
546,546,0,5,9,4,10.20,0,0,5,6,3,11,0
547,547,2,5,6,5,14.20,0,1,5,5,2,13.50,0
548,548,0,6,8,6,12.63,0,0,6,11,2,14.50,0
549,549,0,8,11,6,13.50,1,0,8,11,6,13.50,1
550,550,0,5,8,5,13.25,0,0,5,8,5,11,0
551,551,0,5,12,3,12,0,0,5,10,3,12,0
552,552,0,6,10,4,13,0,0,6,9,4,13.75,0
553,553,5,11,12,9,11.78,0,3,8,11,3,13.67,0
554,554,0,5,10,2,11,0,0,6,10,0,0,0
555,555,0,5,14,0,0,0,0,5,5,0,0,0
556,556,9,14,16,14,12.43,0,3,9,13,6,10.86,0
557,557,0,5,8,3,11,0,0,5,11,3,12,0
558,558,0,0,0,0,0,0,0,0,0,0,0,0
559,559,0,6,12,3,11.50,0,0,6,12,3,10.67,0
560,560,0,8,8,8,12.51,0,0,8,8,8,12.51,0
561,561,7,12,18,11,12.09,0,5,12,14,11,12,0
562,562,0,5,14,2,11,3,0,5,9,3,12.67,0
563,563,0,5,13,1,10,0,0,5,8,2,11.33,0
564,564,0,6,6,6,13.50,0,0,6,9,5,13.20,0
565,565,0,6,6,6,14.17,0,0,6,8,6,13.63,0
566,566,0,6,7,6,14,0,0,6,7,6,14.71,0
567,567,0,3,4,0,0,0,0,3,5,0,0,0
568,568,0,5,9,3,11.67,0,0,5,10,3,11.33,4
569,569,0,5,7,5,14.60,1,0,5,5,5,14.20,0
570,570,0,6,10,5,13,0,0,6,13,5,11.50,0
571,571,0,6,7,6,12.17,0,0,6,9,6,12,0
572,572,0,5,9,0,0,0,0,5,5,1,12,0
573,573,0,5,10,3,10.50,0,0,5,11,3,10.80,0
574,574,0,5,14,3,12.40,0,0,5,8,5,10.83,0
575,575,0,0,0,0,0,0,0,0,0,0,0,0
576,576,0,5,12,0,0,4,0,5,8,0,0,1
577,577,0,8,8,7,13.83,0,0,8,8,7,13.83,0
578,578,0,5,7,5,10.60,0,0,5,6,5,10.20,0
579,579,0,6,7,6,11.50,0,0,6,6,6,11.67,0
580,580,0,6,6,4,13.50,0,0,6,8,6,13.63,0
581,581,0,6,12,0,0,0,0,6,0,0,0,0
582,582,0,7,8,7,12.54,0,0,8,9,7,12.61,0
583,583,0,6,6,6,14.83,0,0,6,8,6,13.29,0
584,584,0,5,10,4,12,0,0,5,9,4,12.80,0
585,585,0,6,8,5,11.80,0,0,6,8,5,11.60,0
586,586,0,5,5,5,15,0,0,5,5,5,15.20,0
587,587,0,5,7,3,12,0,0,5,7,5,13.20,0
588,588,0,6,6,6,12.83,0,0,6,7,6,12.29,0
589,589,0,6,12,6,11.67,0,0,6,14,3,12,0
590,590,0,7,9,7,12.16,0,0,8,8,8,13.83,0
591,591,0,6,6,6,13.83,0,0,6,11,6,14.56,0
592,592,0,7,12,4,12.45,0,0,7,11,5,11.70,0
593,593,2,6,9,6,12.13,0,2,6,7,6,13.57,0
594,594,0,6,8,5,13.40,0,0,6,10,4,13,0
595,595,0,6,8,6,13.33,0,0,6,8,5,14,0
596,596,10,15,15,11,11.45,0,9,13,16,11,11.55,0
597,597,0,6,10,4,12,0,0,6,14,3,10,0
598,598,0,7,8,6,12.67,0,0,7,9,5,12.60,0
599,599,0,6,7,6,12.67,0,0,6,9,6,13.78,0
600,600,12,18,22,18,11.89,1,11,13,13,13,11.46,0
601,601,0,6,0,0,0,0,0,6,0,0,0,0
602,602,0,6,6,4,13,0,0,6,8,4,11.60,0
603,603,4,7,7,7,16.89,0,3,8,9,8,15.74,0
604,604,0,6,6,6,12.50,0,1,6,6,6,12.33,0
605,605,0,7,9,7,13.06,0,0,8,8,8,15.81,0
606,606,0,0,0,0,0,0,0,0,0,0,0,0
607,607,0,5,7,0,0,0,0,5,5,0,0,0
608,608,0,8,8,7,12.36,0,0,8,8,7,12.36,0
609,609,0,6,0,0,0,0,0,6,0,0,0,0
610,610,0,7,8,5,11.98,0,0,7,8,5,11.98,0
611,611,0,7,7,7,13.86,0,0,7,8,7,12.57,0
612,612,0,6,9,5,13,0,0,6,6,6,14.17,0
613,613,0,6,6,6,12.83,0,0,6,10,6,11.17,0
614,614,0,5,11,4,11,0,0,5,7,5,13.20,0
615,615,0,8,8,7,12.36,0,0,8,8,7,12.36,0
616,616,0,8,8,7,13.86,0,0,8,8,7,13.86,0
617,617,0,6,6,6,12.33,0,0,6,6,6,10.67,0
618,618,0,7,8,7,12.85,0,0,8,10,8,13.79,0
619,619,0,7,9,6,12.34,0,0,8,9,8,13.02,0
620,620,0,6,10,5,12.67,0,0,6,19,4,11.75,0
621,621,0,6,6,6,13.83,0,0,6,6,6,12.50,0
622,622,0,5,15,2,10.75,0,0,5,11,2,10,0
623,623,0,6,11,4,13.25,0,0,6,10,4,10.25,0
624,624,0,8,8,8,13.73,0,0,8,8,8,13.73,0
625,625,0,6,6,6,13.33,0,0,6,8,3,12.67,0
626,626,0,6,8,5,12,0,0,6,9,5,10.80,0
627,627,5,9,10,9,10.89,0,3,8,10,6,11.33,0
628,628,0,7,8,7,13.03,0,0,8,9,8,13.81,0
629,629,0,6,6,6,13,0,0,6,6,6,14.17,0
630,630,0,6,10,5,11.80,0,0,6,10,5,12,0
631,631,0,8,8,7,12.04,0,0,8,8,7,12.04,0
632,632,0,6,9,5,12.20,0,0,6,10,4,13,0
633,633,0,7,8,7,12.84,0,0,8,8,8,15.50,0
634,634,0,7,13,7,11,0,0,8,13,7,11.70,0
635,635,0,6,7,6,13.50,0,0,6,9,5,14,0
636,636,0,6,8,6,12.13,0,0,6,7,6,12.71,0
637,637,0,8,12,7,12.63,0,0,8,12,7,12.63,0
638,638,0,5,9,3,10.67,0,0,5,7,4,11.40,0
639,639,0,6,11,5,11.20,0,0,6,13,5,11.60,0
640,640,0,6,6,6,12.67,0,0,6,6,6,11.83,0
641,641,0,6,7,4,13.50,0,0,6,6,0,0,6
642,642,0,5,9,3,11.67,0,0,5,15,2,11,0
643,643,0,5,8,2,10.50,0,0,5,7,3,12.33,0
644,644,0,8,8,8,14.27,0,0,8,8,8,14.27,0
645,645,0,6,0,0,0,0,0,6,0,0,0,0
646,646,0,5,8,2,10.50,0,0,5,11,3,13.33,0
647,647,0,6,11,5,11.20,0,0,6,15,1,10,0
648,648,0,5,5,5,12,0,0,5,6,5,14.83,0
649,649,0,7,9,7,12.23,0,1,8,10,8,13.21,0
650,650,0,5,6,4,11.50,0,0,5,5,4,10.75,0
651,651,0,6,8,6,15.38,0,0,6,7,6,16.43,0
652,652,7,12,19,9,13.67,0,4,9,15,6,13.50,0
653,653,0,8,11,7,12.61,0,0,8,11,7,12.61,0
654,654,3,6,7,5,12.20,0,2,6,6,6,11.50,0
655,655,0,6,13,4,11.75,0,0,6,10,4,11,0
656,656,0,6,9,5,11.40,0,0,6,9,3,10,0
657,657,0,6,10,5,10.60,0,0,6,14,2,10,0
658,658,14,16,16,13,10.92,0,13,13,13,11,11.45,0
659,659,0,6,6,5,12.40,0,0,6,9,5,12.40,0
660,660,0,6,6,0,0,0,0,6,6,0,0,0
661,661,0,6,6,6,15.83,0,0,6,8,6,15.50,0
662,662,0,7,12,5,11.80,0,0,7,9,6,11.71,0
663,663,0,6,7,6,12.57,0,0,6,6,6,13.67,0
664,664,0,5,7,3,12,0,0,5,7,4,13.25,1
665,665,0,7,8,7,13.36,0,0,8,9,8,14.44,0
666,666,0,5,6,5,15.40,0,0,5,5,5,16,0
667,667,0,6,9,5,12.20,0,0,6,9,4,11.75,0
668,668,6,11,11,11,12.82,0,6,11,11,11,13.55,0
669,669,0,7,0,0,0,0,0,8,0,0,0,0
670,670,12,17,21,17,13.39,0,11,17,19,17,13.55,0
671,671,0,6,8,6,14.25,0,0,6,8,6,11,0
672,672,9,11,19,9,13.44,1,5,7,7,7,14.71,0
673,673,0,7,8,7,12.29,0,0,8,10,8,11.74,0
674,674,0,6,7,6,11.67,0,0,6,7,5,13.20,0
675,675,0,6,8,6,12.17,0,0,6,6,6,13.50,0
676,676,0,6,11,2,10,0,0,6,15,2,11,0
677,677,0,6,6,6,14,0,0,6,6,6,15,0
678,678,0,6,9,5,11.83,0,0,6,6,4,12,0
679,679,0,6,7,1,15,0,0,5,12,0,0,0
680,680,0,0,0,0,0,0,0,0,0,0,0,0
681,681,0,6,7,6,10.83,0,0,6,6,6,10.67,0
682,682,3,6,7,6,13.14,0,2,6,6,6,14,0
683,683,2,5,8,5,14.40,1,0,5,6,5,14,0
684,684,0,6,0,0,0,0,0,6,0,0,0,0
685,685,6,12,17,7,12,0,3,12,19,9,11.22,0
686,686,6,10,13,9,12.20,0,4,10,12,10,12.80,0
687,687,3,3,3,3,12.33,0,2,2,2,2,11,0
688,688,0,7,8,7,11.84,0,0,8,9,8,12.48,0
689,689,0,5,5,5,11.80,0,0,5,6,5,14,0
690,690,0,5,5,0,0,0,0,5,9,0,0,0
691,691,0,6,0,0,0,0,0,6,0,0,0,0
692,692,18,19,19,19,12.68,0,12,13,13,13,12.38,0
693,693,0,6,8,6,12.57,0,0,6,10,4,13,0
694,694,0,7,18,3,11.25,0,0,7,7,0,0,0
695,695,1,5,13,4,14,3,1,5,9,4,15.50,2
696,696,0,5,15,4,13.33,0,0,5,6,2,13.50,0
697,697,0,6,7,6,13.67,0,0,6,6,6,13.67,0
698,698,0,6,12,3,10,0,0,6,9,5,10.80,0
699,699,0,6,12,5,12.60,0,0,6,11,6,11.71,0
700,700,0,5,10,3,17.33,0,0,5,11,1,17,0
701,701,2,6,10,5,13.20,0,1,6,21,3,12,0
702,702,0,5,9,3,14,0,0,5,8,3,13.67,0
703,703,4,4,4,4,13.88,0,1,1,1,1,12.50,0
704,704,0,5,5,0,0,0,0,5,5,0,0,0
705,705,3,9,9,9,13.11,0,3,7,7,7,14.86,0
706,706,0,5,8,5,13,0,0,5,11,4,13.33,2
707,707,6,10,10,10,12.50,0,3,7,7,7,12.14,0
708,708,17,18,18,18,14.11,0,11,13,13,13,14.23,0
709,709,6,11,11,11,14.73,0,6,9,9,9,15.78,0
710,710,0,6,6,0,0,0,0,5,6,0,0,0
711,711,0,5,5,0,0,0,0,5,5,0,0,0
712,712,0,5,5,0,0,0,0,5,5,0,0,0
713,713,0,5,7,4,13.50,0,0,5,6,5,11.60,0
714,714,0,8,8,7,13.11,0,0,8,8,7,13.11,0
715,715,0,5,8,5,13.50,2,0,5,5,5,14.40,0
716,716,9,13,18,13,11.85,0,9,11,11,11,12,0
717,717,0,5,5,0,0,0,0,5,5,0,0,0
718,718,0,6,11,3,14.33,0,0,6,6,0,0,0
719,719,0,5,10,5,15.80,0,0,5,5,5,17.60,0
720,720,0,6,16,5,13.80,0,0,6,7,5,12.40,0
721,721,3,10,18,6,12.67,0,1,9,11,3,12,2
722,722,0,6,10,6,13,0,0,6,9,6,12,0
723,723,0,0,0,0,0,0,0,0,0,0,0,0
724,724,0,6,6,1,11,0,0,6,0,0,0,0
725,725,0,5,9,0,0,4,0,5,9,0,0,3
726,726,4,7,7,7,15.20,0,6,8,8,8,16.58,0
727,727,2,6,7,6,14.43,0,1,7,8,7,14.38,0
728,728,0,5,5,0,0,0,0,5,5,0,0,0
729,729,0,0,0,0,0,0,0,0,0,0,0,0
730,730,0,6,13,4,13.75,0,0,6,8,5,11.20,0
731,731,0,6,11,5,12.17,0,0,6,15,3,12,0
732,732,0,6,12,5,12.14,0,0,6,11,5,11.67,0
733,733,0,6,9,6,12,0,0,6,8,5,11.60,0
734,734,0,5,10,3,11.67,1,0,5,7,4,12.75,0
735,735,0,6,9,0,0,0,0,6,6,0,0,0
736,736,0,6,10,6,11.88,0,0,6,8,5,12,0
737,737,6,11,15,7,11.29,0,5,7,10,6,12.33,0
738,738,0,6,17,2,10,0,0,6,15,3,11.33,0
739,739,6,12,13,11,12,0,4,11,15,10,11.18,0
740,740,1,7,7,6,13.83,0,1,6,7,5,13,0
741,741,0,6,0,0,0,0,0,6,0,0,0,0
742,742,0,6,7,6,14.43,0,0,6,6,6,12.50,0
743,743,0,7,8,5,14.20,0,0,7,9,6,12.40,0
744,744,0,5,8,4,11.50,0,0,5,9,3,10.33,0
745,745,0,6,7,5,13,0,0,6,6,6,15,0
746,746,0,6,6,0,0,0,0,6,8,0,0,0
747,747,0,6,12,3,11.33,0,0,6,13,2,11,0
748,748,13,18,45,18,12.50,12,10,13,26,12,11.43,6
749,749,0,5,5,0,0,0,0,5,5,0,0,0
750,750,0,7,7,7,13.47,0,0,8,9,8,13.94,0
751,751,0,5,5,4,11.75,0,0,5,5,3,13.33,0
752,752,0,6,9,6,13.33,0,0,6,10,6,14.67,0
753,753,0,8,8,8,13.11,0,0,8,8,8,13.11,0
754,754,0,5,5,0,0,0,0,5,6,0,0,0
755,755,0,6,6,6,15.50,0,0,6,7,6,12.17,0
756,756,0,0,0,0,0,0,0,0,0,0,0,0
757,757,0,6,6,4,11.25,0,0,6,7,3,12.33,0
758,758,10,15,24,12,11,0,10,14,21,11,11.36,1
759,759,0,6,10,6,12.33,0,0,6,9,4,13,0
760,760,4,9,18,8,11.38,2,0,5,11,5,11.80,0
761,761,16,18,19,18,12.22,0,9,12,15,12,12.38,0
762,762,0,0,0,0,0,0,0,0,0,0,0,0
763,763,5,9,11,9,12,0,3,7,8,6,12,0
764,764,0,5,10,1,11,0,0,5,10,1,10,0
765,765,12,16,17,16,14.13,0,6,11,14,10,13,0
766,766,0,5,8,5,10.20,0,0,5,7,5,11.20,0
767,767,0,5,7,4,12,1,0,5,6,4,12.40,0
768,768,8,9,11,9,12.33,0,4,7,7,7,12.57,0
769,769,4,9,9,9,14.33,0,2,7,7,7,13.86,0
770,770,0,6,6,6,15.17,0,0,6,9,6,14,0
771,771,0,6,8,6,15.14,0,0,6,8,6,15.14,0
772,772,0,6,0,0,0,0,0,6,0,0,0,0
773,773,0,7,9,6,13.41,0,0,8,12,7,13.29,0
774,774,0,6,7,6,12.33,0,0,6,7,6,12.17,0
775,775,0,6,13,4,11.80,0,0,6,18,4,12.20,0
776,776,2,6,9,6,12,0,1,6,12,3,12,0
777,777,0,6,7,6,15,0,0,6,8,6,15.63,0
778,778,6,12,12,8,13.88,0,4,11,13,9,12.70,1
779,779,0,7,9,6,11.83,0,0,7,7,6,14.33,0
780,780,0,6,6,6,12.50,0,0,6,6,6,13.83,0
781,781,0,6,6,6,15,0,0,6,6,6,15.50,0
782,782,0,6,10,2,11.67,0,0,6,10,4,10.50,0
783,783,0,7,10,7,14.67,0,0,8,8,8,14.63,0
784,784,0,8,9,6,13.35,2,0,8,9,6,13.35,2
785,785,0,6,7,5,12.80,0,0,6,6,6,12.33,0
786,786,0,6,10,6,10.83,0,0,6,7,6,12.14,0
787,787,0,6,6,6,13.67,0,0,6,6,5,14,0
788,788,0,8,8,7,14.54,0,0,8,8,7,14.54,0
789,789,0,5,5,5,14.40,0,0,5,5,5,14,0
790,790,0,0,0,0,0,0,0,0,0,0,0,0
791,791,0,6,6,6,13.17,0,0,6,6,6,13.83,0
792,792,0,6,15,2,11.50,0,0,7,9,0,0,0
793,793,0,6,7,6,11.33,0,0,6,7,6,12.43,0
794,794,0,6,6,6,12,0,0,6,6,5,13.60,0
795,795,0,6,6,6,13.17,0,0,6,6,6,12.17,0
796,796,0,6,6,6,14.83,0,0,6,6,6,14.17,0
797,797,2,7,7,7,13,0,5,9,9,9,13.22,0
798,798,0,7,8,7,13.09,0,0,8,8,8,12.95,0
799,799,0,6,8,6,13.33,0,0,6,7,6,13.67,0
800,800,0,6,7,6,12.17,0,0,6,10,4,12.75,0
801,801,0,6,8,6,11,0,0,6,10,4,12,0
802,802,0,6,0,0,0,0,0,6,0,0,0,0
803,803,0,5,7,5,13.60,0,0,5,6,5,12.20,0
804,804,0,6,6,6,15.50,0,0,6,6,6,14,0
805,805,0,7,7,7,13.86,0,0,7,7,7,14.29,0
806,806,0,5,10,2,11.50,0,0,5,8,3,10,0
807,807,0,6,6,6,13,0,0,6,6,6,12.17,0
808,808,0,6,10,6,14,0,0,6,11,4,13,0
809,809,0,4,4,0,0,0,0,6,0,0,0,0
810,810,0,6,6,6,11.17,0,0,6,9,6,11.50,0
811,811,0,6,0,0,0,0,0,6,0,0,0,0
812,812,0,7,8,7,12.14,0,0,7,9,6,13.67,0
813,813,0,7,7,7,14.15,0,0,8,9,8,13.63,0
814,814,0,7,7,7,14.45,0,0,8,9,8,14.14,0
815,815,0,7,7,7,15.71,0,0,7,7,7,15,0
816,816,0,5,9,5,12.80,0,0,5,11,3,12.67,0
817,817,0,6,6,6,12.50,0,0,6,8,6,11.50,0
818,818,0,6,6,6,14.50,0,0,6,6,6,12.83,0
819,819,0,7,7,7,13.46,0,0,8,10,7,13.16,0
820,820,0,6,6,6,12.83,0,0,6,6,6,12.83,0
821,821,0,5,10,5,12,0,0,5,8,4,11.60,0
822,822,0,0,0,0,0,0,0,0,0,0,0,0
823,823,0,7,9,6,14.71,0,1,7,16,6,13.20,0
824,824,0,6,7,6,12.57,0,0,6,7,6,13.29,0
825,825,0,6,6,6,12.50,0,0,6,6,6,11.50,0
826,826,0,6,8,6,14,0,0,6,9,5,14,0
827,827,0,7,8,7,11.57,0,0,7,9,6,13.17,0
828,828,0,6,6,6,15.83,0,0,6,6,6,15.33,0
829,829,0,8,8,8,14.25,0,0,8,8,8,14.25,0
830,830,0,6,0,0,0,0,0,6,0,0,0,0
831,831,0,6,8,6,11.67,0,0,6,10,6,11,0
832,832,0,6,12,0,0,0,0,5,10,0,0,0
833,833,2,5,9,5,13.20,2,0,5,7,2,12.50,2
834,834,1,6,11,2,12,1,1,6,12,1,10,1
835,835,0,5,6,0,0,0,0,5,5,0,0,0
836,836,0,5,9,4,12,0,0,5,10,2,11,0
837,837,0,5,10,3,13.33,0,0,5,9,4,10.75,0
838,838,0,7,11,5,12.41,0,0,7,13,2,13.50,0
839,839,0,5,5,0,0,0,0,5,5,0,0,0
840,840,0,5,5,5,13.80,0,0,5,7,5,12.40,0
841,841,0,5,14,0,0,0,0,5,5,0,0,0
842,842,0,5,10,4,11.50,0,0,5,11,4,14,0
843,843,0,5,11,0,0,4,0,5,6,0,0,1
844,844,0,7,7,6,14.02,0,0,7,7,6,14.02,0
845,845,0,6,9,5,11.40,0,0,6,8,5,10.80,0
846,846,0,0,0,0,0,0,0,0,0,0,0,0
847,847,0,5,12,5,10.40,0,0,5,11,5,12,0
848,848,0,5,11,3,10.67,0,0,5,9,4,10.25,0
849,849,0,5,9,4,14.25,0,0,5,8,5,12.71,0
850,850,3,7,7,7,13.91,0,5,8,8,8,14.11,0
851,851,0,7,9,7,13.76,0,0,8,11,7,12.82,0
852,852,0,6,10,5,12.60,0,0,6,9,4,11.25,0
853,853,0,6,7,6,13.86,0,0,6,6,6,14.17,0
854,854,0,8,8,7,13.84,0,0,8,8,7,13.84,0
855,855,0,5,12,0,0,0,0,5,8,0,0,0
856,856,0,6,6,5,11.80,0,0,6,9,0,0,0
857,857,0,6,6,6,12.67,0,0,6,6,6,13.83,0
858,858,0,6,6,0,0,0,0,6,6,0,0,0
859,859,0,5,7,0,0,0,0,5,5,0,0,0
860,860,0,6,11,4,10.75,0,0,6,13,2,10,0
861,861,0,5,7,5,12.60,0,0,5,9,3,13.25,0
862,862,0,5,5,0,0,0,0,5,5,0,0,0
863,863,2,7,7,2,12,0,5,9,10,7,12.14,0
864,864,0,6,7,3,14,0,0,6,9,2,14.50,0
865,865,2,6,6,6,14,0,1,6,11,6,13.50,0
866,866,0,7,7,7,14.68,0,0,8,9,8,15.06,0
867,867,0,3,3,0,0,3,0,5,0,0,0,0
868,868,0,5,6,0,0,0,0,5,7,0,0,0
869,869,0,6,7,6,13.86,0,0,6,7,5,12.80,0
870,870,0,0,0,0,0,0,0,0,0,0,0,0
871,871,0,6,8,6,13.14,0,0,6,7,6,12.50,0
872,872,0,5,14,1,18,0,0,5,9,2,13,0
873,873,11,15,15,13,11.46,0,6,11,15,10,11.58,1
874,874,0,7,14,5,11.20,0,0,8,11,6,11.58,0
875,875,0,6,6,5,15,0,0,6,8,4,14.50,0
876,876,0,7,9,7,14.24,0,0,8,12,8,12.23,0
877,877,0,6,8,4,11.50,0,0,6,7,5,11,0
878,878,0,7,7,2,10,0,0,7,7,0,0,0
879,879,0,5,7,3,12.33,0,0,5,5,5,11.60,0
880,880,2,7,8,5,12.20,0,5,9,10,7,12.14,1
881,881,0,6,6,6,13.67,0,0,6,7,5,13.20,0
882,882,0,0,0,0,0,0,0,0,0,0,0,0
883,883,0,6,15,1,11,0,0,6,10,0,0,0
884,884,0,6,8,3,13,0,4,10,14,6,11.43,0
885,885,0,8,12,7,12.60,0,0,8,12,7,12.60,0
886,886,8,10,11,10,12.20,0,5,10,12,9,12.33,0
887,887,0,6,6,6,13.17,0,0,6,6,6,13,0
888,888,4,7,16,6,11,0,2,7,9,7,11,0
889,889,0,7,7,7,14.01,0,0,8,8,8,15.35,0
890,890,0,6,9,4,13,0,0,6,13,4,11.25,0
891,891,0,6,6,6,14,0,0,6,6,6,14.67,0
