ParentDetailID;ParentID;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation
2,139.00;2,139.00;19.00;38.00;4.00;8.00
2,140.00;2,140.00;19.00;19.00;5.00;8.00
2,141.00;2,141.00;1.00;1.00;5.00;4.00
2,142.00;2,142.00;38.00;37.00;4.00;9.00
2,143.00;2,143.00;1.00;1.00;9.00;9.00
2,144.00;2,144.00;3.00;1.00;2.00;3.00
2,145.00;2,145.00;37.00;37.00;7.00;9.00
2,146.00;2,146.00;3.00;3.00;2.00;2.00
2,147.00;2,147.00;37.00;37.00;9.00;6.00
2,148.00;2,148.00;38.00;19.00;9.00;5.00
2,149.00;2,149.00;19.00;19.00;4.00;5.00
2,150.00;2,150.00;38.00;37.00;5.00;5.00
2,151.00;2,151.00;1.00;19.00;3.00;3.00
2,152.00;2,152.00;3.00;1.00;2.00;9.00
2,153.00;2,153.00;38.00;37.00;7.00;7.00
2,154.00;2,154.00;1.00;19.00;4.00;9.00
2,155.00;2,155.00;38.00;19.00;151.00;193.00
2,156.00;2,156.00;19.00;19.00;9.00;9.00
2,157.00;2,157.00;1.00;1.00;4.00;1.00
2,158.00;2,158.00;37.00;19.00;9.00;10.00
2,159.00;2,159.00;3.00;1.00;3.00;5.00
2,160.00;2,160.00;37.00;37.00;5.00;8.00
2,161.00;2,161.00;1.00;3.00;1.00;2.00
2,162.00;2,162.00;34.00;37.00;.00;.00
2,163.00;2,163.00;19.00;37.00;7.00;9.00
2,164.00;2,164.00;1.00;1.00;3.00;3.00
2,165.00;2,165.00;1.00;1.00;3.00;3.00
2,166.00;2,166.00;1.00;1.00;9.00;3.00
2,167.00;2,167.00;38.00;37.00;5.00;9.00
2,168.00;2,168.00;38.00;38.00;9.00;9.00
2,169.00;2,169.00;1.00;3.00;3.00;2.00
2,170.00;2,170.00;3.00;3.00;2.00;1.00
2,171.00;2,171.00;1.00;1.00;5.00;8.00
2,172.00;2,172.00;1.00;19.00;4.00;4.00
2,173.00;2,173.00;37.00;1.00;9.00;7.00
2,174.00;2,174.00;12.00;2.00;4.00;2.00
2,175.00;2,175.00;1.00;38.00;4.00;3.00
2,176.00;2,176.00;19.00;38.00;9.00;1.00
2,177.00;2,177.00;1.00;1.00;7.00;3.00
2,178.00;2,178.00;34.00;34.00;.00;.00
2,179.00;2,179.00;1.00;1.00;5.00;5.00
2,180.00;2,180.00;38.00;37.00;5.00;5.00
2,181.00;2,181.00;38.00;38.00;7.00;7.00
2,182.00;2,182.00;19.00;19.00;5.00;4.00
2,183.00;2,183.00;19.00;19.00;7.00;7.00
2,184.00;2,184.00;37.00;19.00;9.00;3.00
2,185.00;2,185.00;2.00;1.00;3.00;4.00
2,186.00;2,186.00;19.00;19.00;7.00;5.00
2,187.00;2,187.00;19.00;37.00;4.00;4.00
2,188.00;2,188.00;19.00;38.00;5.00;7.00
2,189.00;2,189.00;3.00;1.00;2.00;3.00
2,190.00;2,190.00;1.00;1.00;5.00;5.00
2,191.00;2,191.00;37.00;37.00;9.00;6.00
2,192.00;2,192.00;4.00;19.00;2.00;3.00
2,193.00;2,193.00;3.00;1.00;2.00;4.00
2,194.00;2,194.00;19.00;38.00;9.00;7.00
2,195.00;2,195.00;37.00;19.00;5.00;8.00
2,196.00;2,196.00;38.00;19.00;4.00;7.00
2,197.00;2,197.00;1.00;38.00;5.00;7.00
2,198.00;2,198.00;1.00;1.00;4.00;7.00
2,199.00;2,199.00;38.00;38.00;9.00;9.00
2,200.00;2,200.00;1.00;1.00;9.00;10.00
2,201.00;2,201.00;37.00;37.00;9.00;7.00
2,202.00;2,202.00;38.00;3.00;9.00;1.00
2,203.00;2,203.00;19.00;38.00;6.00;6.00
2,204.00;2,204.00;19.00;19.00;9.00;9.00
2,205.00;2,205.00;1.00;1.00;4.00;10.00
2,206.00;2,206.00;1.00;1.00;9.00;8.00
2,207.00;2,207.00;39.00;39.00;3.00;3.00
2,208.00;2,208.00;37.00;19.00;9.00;8.00
2,209.00;2,209.00;38.00;38.00;4.00;7.00
2,210.00;2,210.00;1.00;38.00;9.00;5.00
2,211.00;2,211.00;1.00;1.00;4.00;4.00
2,212.00;2,212.00;37.00;37.00;9.00;9.00
2,213.00;2,213.00;38.00;19.00;5.00;5.00
2,214.00;2,214.00;19.00;38.00;9.00;9.00
2,215.00;2,215.00;19.00;19.00;9.00;7.00
2,216.00;2,216.00;3.00;1.00;2.00;4.00
2,217.00;2,217.00;3.00;3.00;2.00;2.00
2,218.00;2,218.00;19.00;19.00;4.00;9.00
2,219.00;2,219.00;19.00;1.00;4.00;8.00
2,220.00;2,220.00;37.00;1.00;9.00;8.00
2,221.00;2,221.00;1.00;1.00;4.00;9.00
2,222.00;2,222.00;1.00;3.00;5.00;10.00
2,223.00;2,223.00;3.00;1.00;2.00;3.00
2,224.00;2,224.00;38.00;37.00;4.00;6.00
2,225.00;2,225.00;19.00;19.00;9.00;7.00
2,226.00;2,226.00;37.00;37.00;9.00;9.00
2,227.00;2,227.00;3.00;3.00;3.00;3.00
2,228.00;2,228.00;37.00;37.00;9.00;6.00
2,229.00;2,229.00;37.00;38.00;9.00;3.00
2,230.00;2,230.00;1.00;1.00;3.00;9.00
2,231.00;2,231.00;1.00;38.00;4.00;8.00
2,232.00;2,232.00;3.00;3.00;2.00;2.00
2,233.00;2,233.00;1.00;3.00;1.00;1.00
2,234.00;2,234.00;34.00;34.00;.00;.00
2,235.00;2,235.00;19.00;19.00;5.00;7.00
2,236.00;2,236.00;19.00;19.00;4.00;8.00
2,237.00;2,237.00;38.00;19.00;9.00;4.00
2,238.00;2,238.00;38.00;37.00;4.00;5.00
2,239.00;2,239.00;19.00;1.00;191.00;144.00
2,240.00;2,240.00;38.00;19.00;9.00;8.00
2,241.00;2,241.00;3.00;1.00;3.00;4.00
2,242.00;2,242.00;37.00;37.00;9.00;9.00
2,243.00;2,243.00;1.00;38.00;4.00;7.00
2,244.00;2,244.00;38.00;37.00;5.00;7.00
2,245.00;2,245.00;37.00;37.00;90.00;90.00
2,246.00;2,246.00;37.00;37.00;9.00;8.00
2,247.00;2,247.00;1.00;1.00;4.00;5.00
2,248.00;2,248.00;19.00;1.00;9.00;10.00
2,249.00;2,249.00;37.00;12.00;9.00;8.00
2,250.00;2,250.00;1.00;1.00;4.00;10.00
2,251.00;2,251.00;1.00;1.00;4.00;3.00
2,252.00;2,252.00;19.00;37.00;9.00;7.00
2,253.00;2,253.00;5.00;3.00;2.00;2.00
2,254.00;2,254.00;34.00;34.00;.00;.00
2,255.00;2,255.00;19.00;37.00;5.00;5.00
2,256.00;2,256.00;37.00;37.00;9.00;6.00
2,257.00;2,257.00;38.00;37.00;5.00;6.00
2,258.00;2,258.00;5.00;3.00;2.00;2.00
2,259.00;2,259.00;4.00;4.00;2.00;2.00
2,260.00;2,260.00;37.00;37.00;9.00;6.00
2,261.00;2,261.00;1.00;19.00;4.00;4.00
2,262.00;2,262.00;1.00;1.00;4.00;4.00
2,263.00;2,263.00;2.00;1.00;2.00;3.00
2,264.00;2,264.00;38.00;38.00;9.00;9.00
2,265.00;2,265.00;37.00;37.00;9.00;4.00
2,266.00;2,266.00;1.00;19.00;3.00;5.00
2,267.00;2,267.00;39.00;39.00;9.00;4.00
2,268.00;2,268.00;3.00;1.00;3.00;4.00
2,269.00;2,269.00;3.00;4.00;2.00;4.00
2,270.00;2,270.00;37.00;37.00;1.00;1.00
2,271.00;2,271.00;34.00;34.00;99.00;99.00
2,272.00;2,272.00;37.00;38.00;9.00;10.00
2,273.00;2,273.00;37.00;1.00;5.00;5.00
2,274.00;2,274.00;34.00;34.00;.00;.00
2,275.00;2,275.00;37.00;37.00;9.00;9.00
2,276.00;2,276.00;1.00;3.00;4.00;2.00
2,277.00;2,277.00;37.00;37.00;6.00;6.00
2,278.00;2,278.00;1.00;42.00;5.00;3.00
2,279.00;2,279.00;1.00;1.00;4.00;9.00
2,280.00;2,280.00;37.00;37.00;5.00;5.00
2,281.00;2,281.00;1.00;2.00;4.00;2.00
2,282.00;2,282.00;1.00;38.00;9.00;6.00
2,283.00;2,283.00;38.00;1.00;9.00;9.00
2,284.00;2,284.00;2.00;1.00;1.00;2.00
2,285.00;2,285.00;19.00;38.00;4.00;4.00
2,286.00;2,286.00;37.00;37.00;9.00;9.00
2,287.00;2,287.00;19.00;37.00;6.00;8.00
2,288.00;2,288.00;1.00;1.00;3.00;3.00
2,289.00;2,289.00;1.00;37.00;5.00;5.00
2,290.00;2,290.00;3.00;38.00;2.00;7.00
2,291.00;2,291.00;5.00;5.00;2.00;2.00
2,292.00;2,292.00;37.00;37.00;5.00;10.00
2,293.00;2,293.00;34.00;34.00;90.00;90.00
2,294.00;2,294.00;19.00;37.00;9.00;9.00
2,295.00;2,295.00;1.00;37.00;4.00;9.00
2,296.00;2,296.00;1.00;38.00;4.00;7.00
2,297.00;2,297.00;1.00;19.00;3.00;3.00
2,298.00;2,298.00;4.00;5.00;2.00;2.00
2,299.00;2,299.00;1.00;1.00;4.00;4.00
2,300.00;2,300.00;1.00;1.00;5.00;10.00
2,301.00;2,301.00;5.00;41.00;3.00;2.00
2,302.00;2,302.00;19.00;19.00;7.00;7.00
2,303.00;2,303.00;37.00;37.00;9.00;9.00
2,304.00;2,304.00;3.00;2.00;2.00;3.00
2,305.00;2,305.00;1.00;19.00;4.00;8.00
2,306.00;2,306.00;37.00;37.00;9.00;9.00
2,307.00;2,307.00;2.00;38.00;2.00;3.00
2,308.00;2,308.00;3.00;1.00;2.00;9.00
2,309.00;2,309.00;19.00;1.00;90.00;90.00
2,310.00;2,310.00;1.00;38.00;3.00;3.00
2,311.00;2,311.00;19.00;38.00;9.00;9.00
2,312.00;2,312.00;1.00;19.00;9.00;9.00
2,313.00;2,313.00;34.00;19.00;.00;4.00
2,314.00;2,314.00;37.00;37.00;6.00;6.00
2,315.00;2,315.00;1.00;1.00;3.00;4.00
2,316.00;2,316.00;19.00;37.00;9.00;8.00
2,317.00;2,317.00;1.00;1.00;4.00;3.00
2,318.00;2,318.00;3.00;1.00;3.00;3.00
2,319.00;2,319.00;1.00;1.00;4.00;8.00
2,320.00;2,320.00;1.00;1.00;4.00;8.00
2,321.00;2,321.00;19.00;3.00;9.00;2.00
2,322.00;2,322.00;1.00;2.00;4.00;2.00
2,323.00;2,323.00;37.00;37.00;9.00;9.00
2,324.00;2,324.00;1.00;37.00;9.00;9.00
2,325.00;2,325.00;1.00;3.00;9.00;2.00
2,326.00;2,326.00;37.00;37.00;9.00;9.00
2,327.00;2,327.00;2.00;37.00;2.00;9.00
2,328.00;2,328.00;37.00;37.00;1.00;4.00
2,329.00;2,329.00;38.00;19.00;9.00;2.00
2,330.00;2,330.00;37.00;38.00;5.00;10.00
2,331.00;2,331.00;34.00;34.00;.00;.00
2,332.00;2,332.00;19.00;37.00;9.00;7.00
2,333.00;2,333.00;1.00;19.00;4.00;10.00
2,334.00;2,334.00;10.00;10.00;4.00;4.00
2,335.00;2,335.00;38.00;37.00;9.00;9.00
2,336.00;2,336.00;1.00;1.00;3.00;3.00
2,337.00;2,337.00;37.00;19.00;9.00;4.00
2,338.00;2,338.00;1.00;38.00;9.00;9.00
2,339.00;2,339.00;38.00;38.00;5.00;9.00
2,340.00;2,340.00;19.00;19.00;9.00;9.00
2,341.00;2,341.00;37.00;37.00;9.00;10.00
2,342.00;2,342.00;37.00;19.00;9.00;4.00
2,343.00;2,343.00;2.00;4.00;4.00;1.00
2,344.00;2,344.00;37.00;19.00;9.00;4.00
2,345.00;2,345.00;3.00;3.00;2.00;2.00
2,346.00;2,346.00;1.00;19.00;3.00;8.00
2,347.00;2,347.00;3.00;19.00;4.00;8.00
2,348.00;2,348.00;1.00;1.00;4.00;3.00
2,349.00;2,349.00;19.00;19.00;3.00;3.00
2,350.00;2,350.00;37.00;19.00;9.00;9.00
2,351.00;2,351.00;19.00;3.00;4.00;9.00
2,352.00;2,352.00;2.00;1.00;3.00;6.00
2,353.00;2,353.00;3.00;3.00;1.00;2.00
2,354.00;2,354.00;37.00;37.00;9.00;9.00
2,355.00;2,355.00;37.00;19.00;90.00;90.00
2,356.00;2,356.00;3.00;1.00;2.00;3.00
2,357.00;2,357.00;1.00;1.00;4.00;3.00
2,358.00;2,358.00;1.00;38.00;6.00;6.00
2,359.00;2,359.00;3.00;3.00;2.00;2.00
2,360.00;2,360.00;1.00;1.00;2.00;3.00
2,361.00;2,361.00;19.00;19.00;9.00;7.00
2,362.00;2,362.00;19.00;6.00;4.00;3.00
2,363.00;2,363.00;19.00;19.00;9.00;9.00
2,364.00;2,364.00;1.00;19.00;4.00;5.00
2,365.00;2,365.00;19.00;19.00;9.00;9.00
2,366.00;2,366.00;1.00;1.00;4.00;7.00
2,367.00;2,367.00;1.00;1.00;7.00;4.00
2,368.00;2,368.00;12.00;12.00;2.00;8.00
2,369.00;2,369.00;3.00;2.00;4.00;6.00
2,370.00;2,370.00;1.00;19.00;4.00;5.00
2,371.00;2,371.00;1.00;1.00;4.00;5.00
2,372.00;2,372.00;19.00;3.00;9.00;2.00
2,373.00;2,373.00;3.00;39.00;2.00;5.00
2,374.00;2,374.00;3.00;1.00;3.00;5.00
2,375.00;2,375.00;19.00;19.00;9.00;5.00
2,376.00;2,376.00;37.00;37.00;5.00;8.00
2,377.00;2,377.00;37.00;1.00;7.00;3.00
2,378.00;2,378.00;37.00;37.00;9.00;9.00
2,379.00;2,379.00;3.00;4.00;2.00;2.00
2,380.00;2,380.00;2.00;37.00;9.00;7.00
2,381.00;2,381.00;1.00;19.00;4.00;7.00
2,382.00;2,382.00;19.00;38.00;5.00;7.00
2,383.00;2,383.00;1.00;1.00;4.00;4.00
2,384.00;2,384.00;19.00;1.00;9.00;9.00
2,385.00;2,385.00;19.00;1.00;4.00;5.00
2,386.00;2,386.00;19.00;38.00;4.00;.00
2,387.00;2,387.00;37.00;3.00;5.00;2.00
2,388.00;2,388.00;1.00;38.00;5.00;7.00
2,389.00;2,389.00;38.00;19.00;5.00;5.00
2,390.00;2,390.00;19.00;1.00;5.00;5.00
2,391.00;2,391.00;1.00;37.00;9.00;1.00
2,392.00;2,392.00;37.00;1.00;5.00;4.00
2,393.00;2,393.00;38.00;19.00;9.00;5.00
2,394.00;2,394.00;4.00;19.00;4.00;5.00
2,395.00;2,395.00;37.00;37.00;6.00;5.00
2,396.00;2,396.00;19.00;38.00;9.00;7.00
2,397.00;2,397.00;1.00;3.00;4.00;5.00
2,398.00;2,398.00;3.00;1.00;4.00;4.00
2,399.00;2,399.00;3.00;19.00;2.00;3.00
2,400.00;2,400.00;1.00;1.00;5.00;5.00
2,401.00;2,401.00;1.00;37.00;9.00;1.00
2,402.00;2,402.00;37.00;37.00;9.00;9.00
2,403.00;2,403.00;19.00;19.00;9.00;3.00
2,404.00;2,404.00;38.00;37.00;5.00;10.00
2,405.00;2,405.00;1.00;38.00;9.00;9.00
2,406.00;2,406.00;37.00;37.00;9.00;9.00
2,407.00;2,407.00;37.00;37.00;7.00;7.00
2,408.00;2,408.00;37.00;38.00;5.00;5.00
2,409.00;2,409.00;43.00;40.00;2.00;2.00
2,410.00;2,410.00;37.00;37.00;9.00;9.00
2,411.00;2,411.00;34.00;34.00;90.00;90.00
2,412.00;2,412.00;34.00;34.00;90.00;90.00
2,413.00;2,413.00;37.00;37.00;9.00;9.00
2,414.00;2,414.00;34.00;34.00;.00;.00
2,415.00;2,415.00;34.00;37.00;9.00;9.00
2,416.00;2,416.00;34.00;30.00;.00;5.00
2,417.00;2,417.00;37.00;37.00;9.00;9.00
2,418.00;2,418.00;37.00;37.00;9.00;9.00
2,419.00;2,419.00;1.00;19.00;9.00;9.00
2,420.00;2,420.00;1.00;1.00;192.00;144.00
2,421.00;2,421.00;38.00;38.00;9.00;10.00
2,422.00;2,422.00;37.00;37.00;5.00;5.00
2,423.00;2,423.00;37.00;37.00;9.00;9.00
2,424.00;2,424.00;1.00;37.00;9.00;8.00
2,425.00;2,425.00;37.00;37.00;5.00;5.00
2,426.00;2,426.00;19.00;38.00;9.00;9.00
2,427.00;2,427.00;19.00;38.00;9.00;9.00
2,428.00;2,428.00;37.00;37.00;9.00;9.00
2,429.00;2,429.00;1.00;19.00;4.00;10.00
2,430.00;2,430.00;34.00;34.00;.00;.00
2,431.00;2,431.00;38.00;38.00;6.00;3.00
2,432.00;2,432.00;38.00;37.00;9.00;9.00
2,433.00;2,433.00;38.00;38.00;9.00;7.00
2,434.00;2,434.00;38.00;37.00;5.00;7.00
2,435.00;2,435.00;37.00;37.00;9.00;7.00
2,436.00;2,436.00;38.00;37.00;5.00;8.00
2,437.00;2,437.00;1.00;3.00;2.00;6.00
2,438.00;2,438.00;37.00;37.00;9.00;5.00
2,439.00;2,439.00;1.00;38.00;9.00;7.00
2,440.00;2,440.00;34.00;34.00;.00;.00
2,441.00;2,441.00;1.00;38.00;4.00;7.00
2,442.00;2,442.00;37.00;37.00;6.00;6.00
2,443.00;2,443.00;34.00;34.00;.00;.00
2,444.00;2,444.00;3.00;19.00;4.00;6.00
2,445.00;2,445.00;34.00;34.00;.00;.00
2,446.00;2,446.00;37.00;37.00;9.00;9.00
2,447.00;2,447.00;37.00;37.00;6.00;6.00
2,448.00;2,448.00;37.00;19.00;9.00;10.00
2,449.00;2,449.00;37.00;37.00;9.00;4.00
2,450.00;2,450.00;37.00;37.00;9.00;9.00
2,451.00;2,451.00;1.00;38.00;5.00;9.00
2,452.00;2,452.00;1.00;3.00;9.00;10.00
2,453.00;2,453.00;1.00;1.00;9.00;9.00
2,454.00;2,454.00;1.00;1.00;2.00;9.00
2,455.00;2,455.00;3.00;19.00;3.00;5.00
2,456.00;2,456.00;19.00;19.00;5.00;5.00
2,457.00;2,457.00;37.00;37.00;7.00;7.00
2,458.00;2,458.00;19.00;37.00;4.00;8.00
2,459.00;2,459.00;12.00;19.00;5.00;5.00
2,460.00;2,460.00;19.00;37.00;9.00;9.00
2,461.00;2,461.00;37.00;37.00;7.00;4.00
2,462.00;2,462.00;19.00;19.00;9.00;6.00
2,463.00;2,463.00;3.00;3.00;2.00;2.00
2,464.00;2,464.00;37.00;38.00;9.00;9.00
2,465.00;2,465.00;37.00;19.00;9.00;9.00
2,466.00;2,466.00;37.00;37.00;9.00;10.00
2,467.00;2,467.00;37.00;37.00;9.00;9.00
2,468.00;2,468.00;37.00;37.00;9.00;1.00
2,469.00;2,469.00;38.00;37.00;8.00;7.00
2,470.00;2,470.00;37.00;37.00;9.00;9.00
2,471.00;2,471.00;5.00;1.00;2.00;5.00
2,472.00;2,472.00;37.00;37.00;90.00;90.00
2,473.00;2,473.00;1.00;1.00;9.00;9.00
2,474.00;2,474.00;1.00;1.00;1.00;6.00
2,475.00;2,475.00;3.00;19.00;2.00;5.00
2,476.00;2,476.00;19.00;37.00;9.00;9.00
2,477.00;2,477.00;38.00;37.00;4.00;4.00
2,478.00;2,478.00;19.00;38.00;9.00;9.00
2,479.00;2,479.00;1.00;19.00;4.00;7.00
2,480.00;2,480.00;19.00;19.00;9.00;4.00
2,481.00;2,481.00;3.00;3.00;2.00;2.00
2,482.00;2,482.00;19.00;19.00;5.00;5.00
2,483.00;2,483.00;37.00;38.00;5.00;5.00
2,484.00;2,484.00;1.00;38.00;9.00;6.00
2,485.00;2,485.00;37.00;37.00;9.00;5.00
2,486.00;2,486.00;37.00;37.00;9.00;9.00
2,487.00;2,487.00;19.00;19.00;90.00;99.00
2,488.00;2,488.00;19.00;1.00;9.00;7.00
2,489.00;2,489.00;19.00;38.00;5.00;6.00
2,490.00;2,490.00;1.00;38.00;2.00;8.00
2,491.00;2,491.00;1.00;1.00;4.00;4.00
2,492.00;2,492.00;1.00;1.00;9.00;6.00
2,493.00;2,493.00;1.00;1.00;4.00;4.00
2,494.00;2,494.00;37.00;37.00;8.00;7.00
2,495.00;2,495.00;1.00;19.00;9.00;9.00
2,496.00;2,496.00;37.00;37.00;.00;.00
2,497.00;2,497.00;19.00;37.00;9.00;9.00
2,498.00;2,498.00;37.00;1.00;9.00;10.00
2,499.00;2,499.00;1.00;19.00;2.00;7.00
2,500.00;2,500.00;37.00;37.00;9.00;9.00
2,501.00;2,501.00;5.00;4.00;1.00;1.00
2,502.00;2,502.00;37.00;37.00;9.00;1.00
2,503.00;2,503.00;19.00;37.00;5.00;7.00
2,504.00;2,504.00;3.00;1.00;5.00;5.00
2,505.00;2,505.00;38.00;37.00;9.00;5.00
2,506.00;2,506.00;19.00;19.00;9.00;9.00
2,507.00;2,507.00;19.00;19.00;4.00;9.00
2,508.00;2,508.00;38.00;37.00;9.00;7.00
2,509.00;2,509.00;19.00;38.00;9.00;7.00
2,510.00;2,510.00;19.00;38.00;9.00;7.00
2,511.00;2,511.00;19.00;38.00;3.00;5.00
2,512.00;2,512.00;3.00;2.00;122.00;4.00
2,513.00;2,513.00;3.00;3.00;2.00;2.00
2,514.00;2,514.00;19.00;1.00;4.00;9.00
2,515.00;2,515.00;1.00;3.00;4.00;3.00
2,516.00;2,516.00;1.00;1.00;191.00;171.00
2,517.00;2,517.00;1.00;1.00;1.00;5.00
2,518.00;2,518.00;19.00;1.00;9.00;5.00
2,519.00;2,519.00;19.00;39.00;5.00;4.00
2,520.00;2,520.00;38.00;38.00;5.00;5.00
2,521.00;2,521.00;38.00;37.00;5.00;7.00
2,522.00;2,522.00;4.00;3.00;7.00;4.00
2,523.00;2,523.00;1.00;19.00;7.00;7.00
2,524.00;2,524.00;19.00;1.00;5.00;5.00
2,525.00;2,525.00;1.00;19.00;9.00;5.00
2,526.00;2,526.00;3.00;1.00;4.00;7.00
2,527.00;2,527.00;1.00;1.00;9.00;7.00
2,528.00;2,528.00;19.00;19.00;7.00;7.00
2,529.00;2,529.00;3.00;38.00;2.00;6.00
2,530.00;2,530.00;19.00;38.00;4.00;8.00
2,531.00;2,531.00;1.00;1.00;4.00;7.00
2,532.00;2,532.00;37.00;38.00;9.00;6.00
2,533.00;2,533.00;38.00;37.00;3.00;5.00
2,534.00;2,534.00;2.00;19.00;2.00;6.00
2,535.00;2,535.00;38.00;38.00;8.00;7.00
2,536.00;2,536.00;3.00;1.00;1.00;5.00
2,537.00;2,537.00;3.00;4.00;3.00;2.00
2,538.00;2,538.00;19.00;19.00;7.00;7.00
2,539.00;2,539.00;42.00;1.00;2.00;7.00
2,540.00;2,540.00;38.00;19.00;9.00;5.00
2,541.00;2,541.00;1.00;39.00;4.00;7.00
2,542.00;2,542.00;19.00;19.00;4.00;5.00
2,543.00;2,543.00;1.00;1.00;9.00;9.00
2,544.00;2,544.00;19.00;1.00;4.00;3.00
2,545.00;2,545.00;38.00;38.00;6.00;3.00
2,546.00;2,546.00;3.00;1.00;2.00;8.00
2,547.00;2,547.00;19.00;19.00;9.00;5.00
2,548.00;2,548.00;19.00;37.00;7.00;7.00
2,549.00;2,549.00;19.00;19.00;9.00;9.00
2,550.00;2,550.00;1.00;2.00;5.00;3.00
2,551.00;2,551.00;37.00;37.00;9.00;9.00
2,552.00;2,552.00;3.00;3.00;4.00;4.00
2,553.00;2,553.00;38.00;37.00;5.00;5.00
2,554.00;2,554.00;34.00;34.00;.00;.00
2,555.00;2,555.00;19.00;38.00;194.00;175.00
2,556.00;2,556.00;19.00;37.00;5.00;8.00
2,557.00;2,557.00;1.00;1.00;2.00;3.00
2,558.00;2,558.00;3.00;3.00;2.00;2.00
2,559.00;2,559.00;38.00;19.00;141.00;171.00
2,560.00;2,560.00;19.00;1.00;5.00;10.00
2,561.00;2,561.00;3.00;19.00;2.00;7.00
2,562.00;2,562.00;19.00;37.00;7.00;7.00
2,563.00;2,563.00;38.00;38.00;2.00;10.00
2,564.00;2,564.00;38.00;1.00;2.00;4.00
2,565.00;2,565.00;37.00;37.00;5.00;5.00
2,566.00;2,566.00;19.00;19.00;9.00;6.00
2,567.00;2,567.00;38.00;1.00;5.00;4.00
2,568.00;2,568.00;19.00;1.00;9.00;8.00
2,569.00;2,569.00;37.00;37.00;9.00;7.00
2,570.00;2,570.00;19.00;1.00;3.00;9.00
2,571.00;2,571.00;19.00;37.00;9.00;7.00
2,572.00;2,572.00;38.00;38.00;9.00;9.00
2,573.00;2,573.00;1.00;1.00;4.00;10.00
2,574.00;2,574.00;37.00;19.00;9.00;9.00
2,575.00;2,575.00;37.00;38.00;4.00;9.00
2,576.00;2,576.00;37.00;37.00;7.00;5.00
2,577.00;2,577.00;37.00;37.00;9.00;9.00
2,578.00;2,578.00;37.00;37.00;9.00;7.00
2,579.00;2,579.00;19.00;37.00;5.00;8.00
2,580.00;2,580.00;37.00;37.00;9.00;9.00
2,581.00;2,581.00;19.00;37.00;4.00;7.00
2,582.00;2,582.00;38.00;38.00;4.00;7.00
2,583.00;2,583.00;38.00;37.00;9.00;5.00
2,584.00;2,584.00;19.00;37.00;9.00;8.00
2,585.00;2,585.00;19.00;12.00;9.00;4.00
2,586.00;2,586.00;37.00;34.00;.00;.00
2,587.00;2,587.00;1.00;37.00;5.00;5.00
2,588.00;2,588.00;1.00;19.00;4.00;6.00
2,589.00;2,589.00;37.00;37.00;9.00;10.00
2,590.00;2,590.00;19.00;1.00;5.00;9.00
2,591.00;2,591.00;19.00;19.00;9.00;9.00
2,592.00;2,592.00;19.00;37.00;9.00;9.00
2,593.00;2,593.00;37.00;19.00;9.00;8.00
2,594.00;2,594.00;19.00;19.00;4.00;5.00
2,595.00;2,595.00;19.00;19.00;7.00;7.00
2,596.00;2,596.00;19.00;37.00;5.00;9.00
2,597.00;2,597.00;1.00;37.00;5.00;9.00
2,598.00;2,598.00;19.00;38.00;9.00;9.00
2,599.00;2,599.00;19.00;37.00;5.00;5.00
2,600.00;2,600.00;38.00;38.00;7.00;7.00
2,601.00;2,601.00;37.00;37.00;5.00;9.00
2,602.00;2,602.00;1.00;1.00;4.00;9.00
2,603.00;2,603.00;38.00;19.00;5.00;8.00
2,604.00;2,604.00;38.00;37.00;9.00;8.00
2,605.00;2,605.00;37.00;37.00;7.00;5.00
2,606.00;2,606.00;37.00;37.00;192.00;192.00
2,607.00;2,607.00;37.00;37.00;5.00;5.00
2,608.00;2,608.00;37.00;1.00;9.00;7.00
2,609.00;2,609.00;38.00;38.00;5.00;5.00
2,610.00;2,610.00;37.00;37.00;9.00;9.00
2,611.00;2,611.00;1.00;38.00;5.00;8.00
2,612.00;2,612.00;1.00;1.00;5.00;5.00
2,613.00;2,613.00;1.00;19.00;5.00;5.00
2,614.00;2,614.00;1.00;38.00;4.00;9.00
2,615.00;2,615.00;3.00;19.00;2.00;9.00
2,616.00;2,616.00;1.00;1.00;9.00;9.00
2,617.00;2,617.00;19.00;38.00;5.00;7.00
2,618.00;2,618.00;1.00;19.00;5.00;4.00
2,619.00;2,619.00;38.00;19.00;5.00;5.00
2,620.00;2,620.00;1.00;1.00;5.00;5.00
2,621.00;2,621.00;3.00;2.00;2.00;2.00
2,622.00;2,622.00;1.00;37.00;9.00;9.00
2,623.00;2,623.00;19.00;37.00;134.00;193.00
2,624.00;2,624.00;37.00;37.00;9.00;8.00
2,625.00;2,625.00;1.00;37.00;3.00;9.00
2,626.00;2,626.00;37.00;37.00;9.00;9.00
2,627.00;2,627.00;1.00;1.00;4.00;3.00
2,628.00;2,628.00;1.00;19.00;4.00;4.00
2,629.00;2,629.00;1.00;19.00;7.00;7.00
2,630.00;2,630.00;38.00;38.00;9.00;5.00
2,631.00;2,631.00;1.00;1.00;9.00;7.00
2,632.00;2,632.00;38.00;38.00;.00;5.00
2,633.00;2,633.00;1.00;1.00;7.00;4.00
2,634.00;2,634.00;19.00;1.00;4.00;4.00
2,635.00;2,635.00;1.00;19.00;7.00;5.00
2,636.00;2,636.00;3.00;1.00;2.00;4.00
2,637.00;2,637.00;37.00;37.00;9.00;9.00
